area,name,abbrev,year,alldeaths_inpatient_age75,estimated_potential,eligible,donors,organs,potential_pct,eligible_per_100potential,donors_per_100potential,organs_per_100potential,tx_per_100potential,organ_potential,organ_share,conversion_rate,collabrate,alldonors,allorgans,alltx,dcdorgans,dbdorgans,dbddonors,dcddonors,dbddonor_pct,dcddonor_pct,dbdorgan_pct,dcdorgan_pct,dbdtx,dcdtx,dbdtx_pct,dcdtx_pct,seq
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2013,14935,859,466,447,1618,6,54,52,188,143,2375,68,73,78,447,1618,447,153,1465,386,61,86,14,91,9,386,61,86,14,807
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2014,15181,932,464,447,1521,6,50,48,163,122,2578,59,76,80,447,1521,447,163,1358,381,66,85,15,89,11,381,66,85,15,808
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2015,15907,934,465,483,1684,6,50,52,180,138,2589,65,76,81,483,1684,483,204,1480,400,83,83,17,88,12,400,83,83,17,809
 PADV-OP1 Gift of Life Donor Program,Gift of Life Donor Program,PADV,2016,15868,948,529,540,1853,6,56,57,195,149,2621,71,75,80,540,1853,540,239,1614,443,97,82,18,87,13,443,97,82,18,810
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,1999,4889,246,,178,688,5,,72,280,233,692,99,,,178,688,178,10,678,174,4,98,2,99,1,174,4,98,2,811
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2000,4860,278,,153,559,6,,55,201,167,778,72,,,153,559,153,23,536,144,9,94,6,96,4,144,9,94,6,812
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2001,4856,273,,156,599,6,,57,219,182,765,78,,,156,599,156,38,561,142,14,91,9,94,6,142,14,91,9,813
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2002,4920,273,,155,541,6,,57,198,164,761,71,,,155,541,155,32,509,142,13,92,8,94,6,142,13,92,8,814
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2003,4960,263,,167,612,5,,63,232,188,735,83,,,167,612,167,33,579,154,13,92,8,95,5,154,13,92,8,815
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2004,5129,299,,151,529,6,,51,177,133,825,64,,,151,529,151,43,486,135,16,89,11,92,8,135,16,89,11,816
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2005,4982,307,,156,574,6,,51,187,129,846,68,,,156,574,156,62,512,133,23,85,15,89,11,133,23,85,15,817
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2006,4777,303,,186,669,6,,61,221,167,831,81,,,186,669,186,66,603,162,24,87,13,90,10,162,24,87,13,818
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2007,4587,283,,205,688,6,,72,243,164,779,88,,,205,688,205,115,573,164,41,80,20,83,17,164,41,80,20,819
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2008,4554,274,152,214,664,6,55,78,242,172,753,88,,,214,664,214,113,551,169,45,79,21,83,17,169,45,79,21,820
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2009,4479,291,147,218,719,6,51,75,247,178,799,90,,,218,719,218,114,605,176,42,81,19,84,16,176,42,81,19,821
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2010,4602,307,178,213,752,7,58,69,245,167,847,89,,,213,752,213,99,653,180,33,85,15,87,13,180,33,85,15,822
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2011,4598,313,157,211,694,7,50,68,222,159,861,81,81,88,211,694,211,66,628,185,26,88,12,90,10,185,26,88,12,823
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2012,4634,308,128,194,632,7,42,63,205,166,845,75,84,90,194,632,194,73,559,166,28,86,14,88,12,166,28,86,14,824
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2013,4749,286,151,205,682,6,53,72,238,192,794,86,80,87,205,682,205,77,605,175,30,85,15,89,11,175,30,85,15,825
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2014,4927,312,168,200,641,6,54,64,206,172,857,75,83,87,200,641,200,66,575,172,28,86,14,90,10,172,28,86,14,826
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2015,5135,329,175,207,709,6,53,63,216,182,907,78,85,88,207,709,207,95,614,171,36,83,17,87,13,171,36,83,17,827
 PATF-OP1 Center for Organ Recovery and Educ.,Center for Organ Recovery and Educ.,PATF,2016,5261,360,203,237,785,7,56,66,218,184,988,79,85,89,237,785,237,111,674,195,42,82,18,86,14,195,42,82,18,828
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,1999,8874,511,,85,330,6,,17,65,59,1428,23,,,85,330,85,0,330,85,0,100,0,100,0,85,0,100,0,829
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2000,8742,517,,114,414,6,,22,80,70,1447,29,,,114,414,114,0,414,114,0,100,0,100,0,114,0,100,0,830
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2001,8486,492,,120,450,6,,24,91,79,1369,33,,,120,450,120,0,450,120,0,100,0,100,0,120,0,100,0,831
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2002,8598,514,,106,400,6,,21,78,65,1434,28,,,106,400,106,0,400,106,0,100,0,100,0,106,0,100,0,832
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2003,8669,468,,90,337,5,,19,72,60,1297,26,,,90,337,90,0,337,90,0,100,0,100,0,90,0,100,0,833
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2004,8263,500,,126,487,6,,25,97,77,1388,35,,,126,487,126,0,487,126,0,100,0,100,0,126,0,100,0,834
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2005,8297,466,,140,548,6,,30,118,92,1295,42,,,140,548,140,0,548,140,0,100,0,100,0,140,0,100,0,835
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2006,8282,508,,193,689,6,,38,136,107,1397,49,,,193,689,193,9,680,190,3,98,2,99,1,190,3,98,2,836
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2007,8152,563,,193,688,7,,34,122,95,1550,44,,,193,688,193,3,685,192,1,99,1,100,0,192,1,99,1,837
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2008,7659,491,207,158,575,6,42,32,117,98,1355,42,,,158,575,158,6,569,156,2,99,1,99,1,156,2,99,1,838
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2009,7621,511,175,133,489,7,34,26,96,77,1407,35,,,133,489,133,0,489,133,0,100,0,100,0,133,0,100,0,839
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2010,7815,531,166,118,476,7,31,22,90,76,1459,33,,,118,476,118,0,476,118,0,100,0,100,0,118,0,100,0,840
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2011,7426,489,163,126,528,7,33,26,108,96,1346,39,77,77,126,528,126,3,525,125,1,99,1,99,1,125,1,99,1,841
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2012,7420,506,145,103,385,7,29,20,76,66,1384,28,71,71,103,385,103,0,385,103,0,100,0,100,0,103,0,100,0,842
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2013,7779,568,141,104,426,7,25,18,75,64,1561,27,72,73,104,426,104,3,423,103,1,99,1,99,1,103,1,99,1,843
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2014,7798,523,155,111,452,7,30,21,86,75,1438,31,70,70,111,452,111,4,448,109,2,98,2,99,1,109,2,98,2,844
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2015,8142,573,163,123,484,7,28,21,85,73,1570,31,75,75,123,484,123,2,482,122,1,99,1,100,0,122,1,99,1,845
" SCOP-OP1 LifePoint, Inc.","LifePoint, Inc.",SCOP,2016,8455,601,169,127,532,7,28,21,89,76,1650,32,71,72,127,532,127,17,515,120,7,94,6,97,3,120,7,94,6,846
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,1999,12722,670,,105,421,5,,16,63,57,1882,22,,,105,421,105,2,419,104,1,99,1,100,0,104,1,99,1,847
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2000,12703,709,,109,433,6,,15,61,56,1994,22,,,109,433,109,0,433,109,0,100,0,100,0,109,0,100,0,848
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2001,12392,707,,123,432,6,,17,61,53,1978,22,,,123,432,123,0,432,123,0,100,0,100,0,123,0,100,0,849
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2002,12523,673,,147,551,5,,22,82,73,1873,29,,,147,551,147,0,551,147,0,100,0,100,0,147,0,100,0,850
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2003,12414,671,,145,503,5,,22,75,67,1864,27,,,145,503,145,0,503,145,0,100,0,100,0,145,0,100,0,851
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2004,11878,712,,158,597,6,,22,84,75,1967,30,,,158,597,158,0,597,158,0,100,0,100,0,158,0,100,0,852
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2005,11764,715,,168,632,6,,23,88,79,1973,32,,,168,632,168,0,632,168,0,100,0,100,0,168,0,100,0,853
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2006,12089,753,,202,770,6,,27,102,89,2076,37,,,202,770,202,13,757,197,5,98,2,98,2,197,5,98,2,854
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2007,11680,696,,196,716,6,,28,103,88,1919,37,,,196,716,196,19,697,189,7,96,4,97,3,189,7,96,4,855
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2008,11691,702,260,188,717,6,37,27,102,85,1935,37,,,188,717,188,37,680,174,14,93,7,95,5,174,14,93,7,856
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2009,11707,735,324,240,857,6,44,33,117,95,2029,42,,,240,857,240,45,812,222,18,93,8,95,5,222,18,93,8,857
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2010,11539,730,244,198,706,6,33,27,97,82,2016,35,,,198,706,198,43,663,179,19,90,10,94,6,179,19,90,10,858
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2011,11604,741,275,220,834,6,37,30,113,94,2043,41,70,73,220,834,220,52,782,198,22,90,10,94,6,198,22,90,10,859
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2012,11754,727,259,241,840,6,36,33,116,94,2008,42,75,79,241,840,241,77,763,211,30,88,12,91,9,211,30,88,12,860
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2013,11940,707,226,241,932,6,32,34,132,112,1967,47,85,87,241,932,241,50,882,223,18,93,7,95,5,223,18,93,7,861
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2014,12427,772,234,257,914,6,30,33,118,100,2143,43,77,83,257,914,257,77,837,228,29,89,11,92,8,228,29,89,11,862
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2015,12355,738,244,249,949,6,33,34,129,110,2049,46,70,78,249,949,249,50,899,229,20,92,8,95,5,229,20,92,8,863
 TNDS-OP1 Tennessee Donor Svcs,Tennessee Donor Svcs,TNDS,2016,12592,809,297,294,1067,6,37,36,132,111,2236,48,76,81,294,1067,294,49,1018,273,21,93,7,95,5,273,21,93,7,864
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,1999,4794,267,,41,137,6,,15,51,43,750,18,,,41,137,41,0,137,41,0,100,0,100,0,41,0,100,0,865
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2000,4795,242,,31,106,5,,13,44,39,680,16,,,31,106,31,0,106,31,0,100,0,100,0,31,0,100,0,866
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2001,4587,231,,37,125,5,,16,54,48,647,19,,,37,125,37,0,125,37,0,100,0,100,0,37,0,100,0,867
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2002,4721,237,,41,152,5,,17,64,53,664,23,,,41,152,41,0,152,41,0,100,0,100,0,41,0,100,0,868
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2003,4545,241,,33,110,5,,14,46,41,675,16,,,33,110,33,0,110,33,0,100,0,100,0,33,0,100,0,869
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2004,4340,228,,31,126,5,,14,55,47,630,20,,,31,126,31,0,126,31,0,100,0,100,0,31,0,100,0,870
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2005,4580,268,,43,148,6,,16,55,49,740,20,,,43,148,43,0,148,43,0,100,0,100,0,43,0,100,0,871
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2006,4361,258,,59,196,6,,23,76,67,713,27,,,59,196,59,6,190,57,2,97,3,97,3,57,2,97,3,872
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2007,4456,273,,51,164,6,,19,60,52,750,22,,,51,164,51,25,139,41,10,80,20,85,15,41,10,80,20,873
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2008,4409,278,82,59,188,6,29,21,68,54,763,25,,,59,188,59,15,173,53,6,90,10,92,8,53,6,90,10,874
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2009,4330,275,82,77,258,6,30,28,94,79,755,34,,,77,258,77,16,242,70,7,91,9,94,6,70,7,91,9,875
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2010,4292,267,84,71,260,6,31,27,97,84,736,35,,,71,260,71,10,250,67,4,94,6,96,4,67,4,94,6,876
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2011,4197,268,70,61,231,6,26,23,86,74,737,31,81,82,61,231,61,6,225,58,3,95,5,97,3,58,3,95,5,877
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2012,4238,259,71,60,248,6,27,23,96,84,716,35,80,81,60,248,60,6,242,58,2,97,3,98,2,58,2,97,3,878
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2013,4380,250,81,71,265,6,32,28,106,94,690,38,79,81,71,265,71,18,247,64,7,90,10,93,7,64,7,90,10,879
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2014,4265,258,69,64,220,6,27,25,85,69,709,31,81,83,64,220,64,14,206,58,6,91,9,94,6,58,6,91,9,880
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2015,4324,234,66,52,190,5,28,22,81,77,643,30,77,78,52,190,52,3,187,51,1,98,2,98,2,51,1,98,2,881
 TNMS-OP1 Mid-South Transplant Foundation,Mid-South Transplant Foundation,TNMS,2016,4322,255,71,52,208,6,28,20,81,74,699,30,65,68,52,208,52,17,191,46,6,88,12,92,8,46,6,88,12,882
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,1999,13703,701,,194,649,5,,28,93,84,1957,33,,,194,649,194,0,646,193,0,99,0,100,0,193,0,99,0,883
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2000,13475,738,,188,642,5,,25,87,83,2059,31,,,188,642,188,0,642,188,0,100,0,100,0,188,0,100,0,884
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2001,13895,778,,198,668,6,,25,86,78,2162,31,,,198,668,198,0,668,198,0,100,0,100,0,198,0,100,0,885
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2002,14176,813,,206,756,6,,25,93,88,2241,34,,,206,756,206,0,756,206,0,100,0,100,0,206,0,100,0,886
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2003,13833,763,,202,693,6,,26,91,86,2098,33,,,202,693,202,2,691,201,1,100,0,100,0,201,1,100,0,887
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2004,13170,758,,257,881,6,,34,116,105,2084,42,,,257,881,257,4,877,255,2,99,1,100,0,255,2,99,1,888
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2005,12994,747,,257,873,6,,34,117,106,2050,43,,,257,873,257,2,871,256,1,100,0,100,0,256,1,100,0,889
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2006,12540,788,,289,979,6,,37,124,112,2148,46,,,289,979,289,6,973,286,3,99,1,99,1,286,3,99,1,890
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2007,14160,947,,297,982,7,,31,104,89,2573,38,,,297,982,297,24,958,286,11,96,4,98,2,286,11,96,4,891
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2008,15134,967,376,298,973,6,39,31,101,87,2625,37,,,298,973,298,30,943,284,14,95,5,97,3,284,14,95,5,892
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2009,13104,812,351,286,990,6,43,35,122,108,2219,45,,,286,990,286,56,934,262,24,92,8,94,6,262,24,92,8,893
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2010,13057,811,324,278,988,6,40,34,122,106,2220,45,,,278,988,278,51,937,254,24,91,9,95,5,254,24,91,9,894
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2011,12858,807,345,300,1060,6,43,37,131,117,2210,48,71,75,300,1060,300,113,947,248,52,83,17,89,11,248,52,83,17,895
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2012,13113,831,361,312,1142,6,43,38,137,119,2265,50,73,76,312,1142,312,78,1064,274,38,88,12,93,7,274,38,88,12,896
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2013,13394,802,330,282,1000,6,41,35,125,111,2194,46,72,75,282,1000,282,72,928,248,34,88,12,93,7,248,34,88,12,897
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2014,13860,798,339,287,1022,6,42,36,128,112,2183,47,69,73,287,1022,287,102,920,242,45,84,16,90,10,242,45,84,16,898
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2015,13927,816,337,283,966,6,41,35,118,105,2234,43,66,71,283,966,283,105,861,237,46,84,16,89,11,237,46,84,16,899
 TXGC-OP1 LifeGift Organ Donation Ctr,LifeGift Organ Donation Ctr,TXGC,2016,14464,926,474,414,1423,6,51,45,154,131,2529,56,68,73,414,1423,414,154,1269,342,72,83,17,89,11,342,72,83,17,900
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,1999,7440,386,,94,344,5,,24,89,81,1082,32,,,94,344,94,0,344,94,0,100,0,100,0,94,0,100,0,901
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2000,7302,404,,114,389,6,,28,96,87,1123,35,,,114,389,114,2,387,113,1,99,1,99,1,113,1,99,1,902
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2001,7462,441,,104,385,6,,24,87,81,1230,31,,,104,385,104,6,379,102,2,98,2,98,2,102,2,98,2,903
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2002,7433,453,,130,442,6,,29,98,90,1256,35,,,130,442,130,6,436,127,3,98,2,99,1,127,3,98,2,904
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2003,7485,430,,109,396,6,,25,92,84,1188,33,,,109,396,109,9,387,106,3,97,3,98,2,106,3,97,3,905
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2004,7044,405,,110,388,6,,27,96,80,1111,35,,,110,388,110,4,384,108,2,98,2,99,1,108,2,98,2,906
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2005,7082,438,,119,383,6,,27,87,79,1205,32,,,119,383,119,9,374,116,3,97,3,98,2,116,3,97,3,907
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2006,7135,445,,109,352,6,,24,79,70,1220,29,,,109,352,109,9,343,106,3,97,3,97,3,106,3,97,3,908
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2007,8069,531,,119,430,7,,22,81,72,1446,30,,,119,430,119,7,423,116,3,97,3,98,2,116,3,97,3,909
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2008,8304,511,158,115,423,6,31,22,83,76,1393,30,,,115,423,115,11,412,111,4,97,3,97,3,111,4,97,3,910
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2009,7521,489,135,88,342,6,28,18,70,63,1336,26,,,88,342,88,11,331,84,4,95,5,97,3,84,4,95,5,911
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2010,7422,482,155,116,453,6,32,24,94,86,1314,34,,,116,453,116,3,450,115,1,99,1,99,1,115,1,99,1,912
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2011,7548,507,137,105,410,7,27,21,81,73,1382,30,73,74,105,410,105,4,406,103,2,98,2,99,1,103,2,98,2,913
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2012,7724,491,143,94,383,6,29,19,78,72,1337,29,64,64,94,383,94,3,380,93,1,99,1,99,1,93,1,99,1,914
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2013,7813,518,163,119,476,7,31,23,92,84,1419,34,67,69,119,476,119,8,468,115,4,97,3,98,2,115,4,97,3,915
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2014,8177,495,153,134,536,6,31,27,108,101,1360,39,76,79,134,536,134,27,509,123,11,92,8,95,5,123,11,92,8,916
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2015,8212,539,157,133,503,7,29,25,93,84,1480,34,73,76,133,503,133,35,468,120,13,90,10,93,7,120,13,90,10,917
 TXSA-OP1 Texas Organ Sharing Alliance,Texas Organ Sharing Alliance,TXSA,2016,8210,539,161,139,547,7,30,26,102,93,1479,37,76,78,139,547,139,32,515,126,13,91,9,94,6,126,13,91,9,918
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,1999,13083,785,,185,681,6,,24,87,82,2202,31,,,185,681,185,0,675,184,0,99,0,99,0,184,0,99,0,919
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2000,12915,717,,158,552,6,,22,77,73,2003,28,,,158,552,158,3,549,157,1,99,1,99,1,157,1,99,1,920
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2001,12667,716,,180,618,6,,25,86,80,1994,31,,,180,618,180,1,617,179,1,99,1,100,0,179,1,99,1,921
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2002,12784,768,,168,573,6,,22,75,71,2122,27,,,168,573,168,0,573,168,0,100,0,100,0,168,0,100,0,922
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2003,12583,736,,217,728,6,,29,99,90,2027,36,,,217,728,217,0,728,217,0,100,0,100,0,217,0,100,0,923
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2004,12408,772,,241,763,6,,31,99,90,2127,36,,,241,763,241,0,763,241,0,100,0,100,0,241,0,100,0,924
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2005,12114,745,,223,778,6,,30,104,94,2039,38,,,223,778,223,2,776,222,1,100,0,100,0,222,1,100,0,925
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2006,12164,758,,233,764,6,,31,101,92,2078,37,,,233,764,233,2,762,232,1,100,0,100,0,232,1,100,0,926
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2007,13132,884,,254,840,7,,29,95,85,2404,35,,,254,840,254,0,840,254,0,100,0,100,0,254,0,100,0,927
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2008,14439,905,340,226,786,6,38,25,87,81,2475,32,,,226,786,226,8,778,222,4,98,2,99,1,222,4,98,2,928
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2009,12075,796,319,239,828,7,40,30,104,91,2177,38,,,239,828,239,28,800,229,10,96,4,97,3,229,10,96,4,929
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2010,12086,764,326,252,859,6,43,33,112,100,2088,41,,,252,859,252,29,830,241,11,96,4,97,3,241,11,96,4,930
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2011,12097,793,250,232,803,7,32,29,101,91,2175,37,70,75,232,803,232,35,768,216,16,93,7,96,4,216,16,93,7,931
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2012,12152,808,248,250,832,7,31,31,103,89,2215,38,71,78,250,832,250,31,801,236,14,94,6,96,4,236,14,94,6,932
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2013,12372,806,339,247,924,7,42,31,115,102,2213,42,58,64,247,924,247,28,896,235,12,95,5,97,3,235,12,95,5,933
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2014,13025,832,380,314,1134,6,46,38,136,120,2283,50,65,70,314,1134,314,62,1072,289,25,92,8,95,5,289,25,92,8,934
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2015,13342,870,415,354,1284,7,48,41,148,129,2380,54,68,73,354,1284,354,81,1203,319,35,90,10,94,6,319,35,90,10,935
 TXSB-OP1 Southwest Transplant Alliance,Southwest Transplant Alliance,TXSB,2016,13395,872,395,380,1383,7,45,44,159,139,2391,58,66,74,380,1383,380,138,1245,333,47,88,12,90,10,333,47,88,12,936
